Id,Yard number,Yard name,Sale Date M/D/CY,Day of Week,Sale time (HHMM),Time Zone,Item#,Lot number,Vehicle Type,Year,Make,Model Group,Model Detail,Body Style,Color,Damage Description,Secondary Damage,Sale Title State,Sale Title Type,Has Keys-Yes or No,Lot Cond. Code,VIN,Odometer,Odometer Brand,Est. Retail Value,Repair cost,Engine,Drive,Transmission,Fuel Type,Cylinders,Runs/Drives,Sale Status,"High Bid =non-vix,Sealed=Vix",Special Note,Location city,Location state,Location ZIP,Location country,Currency Code,Image Thumbnail,Create Date/Time,Grid/Row,Make-an-Offer Eligible,Buy-It-Now Price,Image URL,Trim,Last Updated Time,Rentals,Copart Select
1,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,32162252,V,2012,VOLKSWAGEN,CC,CC SPORT,,CHARCOAL,NORMAL WEAR,,CA,AQ,NO,E,WVWMP7AN4CE503117,114074,A,0,0,2.0L  4,Front-wheel Drive,AUTOMATIC,GAS,4,DEFAULT,On Approval,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP242/4d69ccf40f604e8ba0ab23db5e499967_thb.jpg,2022-06-02-07.40.18.000331,SF008,N,0,http://inventoryv2.copart.io/v1/lotImages/32162252?country=us&brand=cprt&yardNumber=1,SPORT,2022-06-01T22:00:48Z,N,N
2,1,CA - VALLEJO,0,,,PDT,0,32614842,U,1981,INTERNATIONAL,ALL MODELS,CARGOSTAR,TILT CAB,WHITE,NORMAL WEAR,,CA,AN,YES,,2HTD10354BCA14524,181102,A,9000,0,8,Rear-wheel drive,MANUAL,DIESEL,8,,On Minimum Bid,15,VEH LOCATED @ FAIRFLD SUBLOT,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP248/349b8092e9d4400187a27cca90af6d65_thb.jpg,2022-06-02-07.40.18.000338,CC100,N,0,http://inventoryv2.copart.io/v1/lotImages/32614842?country=us&brand=cprt&yardNumber=1,CO1850,2022-05-28T07:01:00Z,N,N
3,1,CA - VALLEJO,0,,,PDT,0,34100882,V,1991,BUICK,CENTURY,CENTURY CU,,WHITE,FRONT END,MINOR DENT/SCRATCHES,CA,NR,EXM,E,3G4AH54N0MS611088,170568,A,2255,0,3.3L  6,Front-wheel Drive,AUTOMATIC,GAS,6,DEFAULT,Pure Sale,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP257/8b84f3507bc341dcb0ce3fad70f28d23_thb.jpg,2022-06-02-07.40.18.000347, A040,N,0,http://inventoryv2.copart.io/v1/lotImages/34100882?country=us&brand=cprt&yardNumber=1,CUSTOM,2022-05-27T21:48:44Z,N,N
4,1,CA - VALLEJO,0,,,PDT,0,34462002,L,2012,KYST,TRAILER,TRAILER,,WHITE,VANDALISM,REAR END,CA,NR,NO,E,4YDF27328C1532294,0,N,26286,22205.01,,,,,,DEFAULT,Pure Sale,60,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP258/bbe91a77a97445778e14522b38f8cccc_thb.jpg,2022-06-02-07.40.18.000373,GG100,N,0,http://inventoryv2.copart.io/v1/lotImages/34462002?country=us&brand=cprt&yardNumber=1,,2022-03-25T19:27:37Z,N,N
5,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,34682352,L,1996,GREAT DANE TRAILER,TRAILER,TRAILER,,BROWN,ALL OVER,ROLLOVER,CA,SC,EXM,E,1GRAA9020TB017404,0,E,6282,0,,,,,,DEFAULT,On Minimum Bid,425,VEH LOCATED @ FAIRFLD SUBLOT,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP261/73562730d7694b2ea046e2ca5f77bcca_thb.jpg,2022-06-02-07.40.18.000373,EE070,N,0,http://inventoryv2.copart.io/v1/lotImages/34682352?country=us&brand=cprt&yardNumber=1,,2022-05-27T21:11:37Z,N,N
6,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,34888602,V,2014,MERCEDES-BENZ,C-CLASS,C 250,,GRAY,FRONT END,,CA,SC,YES,D,WDDGF4HB7EA965374,100360,A,13971,0,1.8L  4,Rear-wheel drive,AUTOMATIC,GAS,4,Run & Drive Verified,Pure Sale,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP257/1ae26e6ea96441ef867e509a4a91ac62_thb.jpg,2022-06-02-07.40.18.000374, D060,N,0,http://inventoryv2.copart.io/v1/lotImages/34888602?country=us&brand=cprt&yardNumber=1,250,2022-05-31T14:42:50Z,N,N
7,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,34945572,L,2000,GENE,GENERATOR,GENERATOR,,WHITE,NORMAL WEAR,,CA,BS,EXM,E,GENERATORN0V1N,0,E,0,0,,,,,,DEFAULT,On Minimum Bid,0,***TRAILER NOT INCLUDED***  ,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP256/d4e00663fa9c440b92466c989dd9fd33_thb.jpg,2022-06-02-07.40.18.000375,EE060,Y,2400,http://inventoryv2.copart.io/v1/lotImages/34945572?country=us&brand=cprt&yardNumber=1,,2022-06-01T02:12:26Z,N,N
8,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,35109712,V,2016,CHEVROLET,MALIBU,MALIBU LIM,,WHITE,SIDE,UNDERCARRIAGE,CA,SC,YES,D,1G11A5SA0GU159052,96092,A,14276,13076.61,2.5L  4,Front-wheel Drive,AUTOMATIC,GAS,4,Run & Drive Verified,Pure Sale,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP258/2cdc05bcdb384e5da156d08f95e785e1_thb.jpg,2022-06-02-07.40.18.000375,SG006,N,0,http://inventoryv2.copart.io/v1/lotImages/35109712?country=us&brand=cprt&yardNumber=1,LS,2022-05-26T17:27:50Z,N,N
9,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,35144772,V,2021,JEEP,WRANGLER,WRANGLER U,,SILVER,FRONT END,SIDE,CO,CQ,YES,E,1C4HJXDN3MW580376,39379,A,0,0,2.0L  4,4x4 w/Rear Wheel Drv,AUTOMATIC,GAS,4,DEFAULT,On Approval,2700,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP259/7582daeb879346789ffc419d8e93e869_thb.jpg,2022-06-02-07.40.18.000375,SC006,N,0,http://inventoryv2.copart.io/v1/lotImages/35144772?country=us&brand=cprt&yardNumber=1,SPORT,2022-05-27T19:25:57Z,N,N
10,1,CA - VALLEJO,0,,,PDT,0,35554802,V,2002,PORSCHE,BOXSTER,BOXSTER,,WHITE,FRONT END,,CA,SC,YES,D,WP0CA298X2U624348,67533,A,12938,20018.58,2.7L  6,Rear-wheel drive,AUTOMATIC,GAS,6,Run & Drive Verified,Pure Sale,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP262/c8ec92d6370346d1bffb807f5a1e2f96_thb.jpg,2022-06-02-07.40.18.000394, D110,N,0,http://inventoryv2.copart.io/v1/lotImages/35554802?country=us&brand=cprt&yardNumber=1,,2022-05-25T21:53:31Z,N,N
11,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,35689722,V,2015,MAZDA,3,3 TOURING,,CHARCOAL,SIDE,,CA,SC,YES,D,JM1BM1L72F1267624,55209,A,17035,14034.28,2.0L  4,Front-wheel Drive,AUTOMATIC,GAS,4,Run & Drive Verified,Pure Sale,2050,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP263/5c63bfec5981451db8c7f9cfdc8c2e9a_thb.jpg,2022-06-02-07.40.18.000395, A060,N,0,http://inventoryv2.copart.io/v1/lotImages/35689722?country=us&brand=cprt&yardNumber=1,TOURING,2022-06-01T18:37:59Z,N,N
12,1,CA - VALLEJO,0,,,PDT,0,35722902,V,1995,ACURA,INTEGRA,INTEGRA SE,,GREEN,VANDALISM,,CA,SC,NO,E,JH4DC4460SS010466,67609,A,7205,0,1.8L  4,Front-wheel Drive,AUTOMATIC,GAS,4,DEFAULT,Pure Sale,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP262/fe7bc3d5aca042c9bce0a130ff593d2f_thb.jpg,2022-06-02-07.40.18.000406, B070,N,0,http://inventoryv2.copart.io/v1/lotImages/35722902?country=us&brand=cprt&yardNumber=1,SE,2022-05-12T19:49:32Z,N,N
13,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,35756482,V,2017,BMW,3 SERIES,328 D XDRI,,SILVER,SIDE,MECHANICAL,CA,SC,YES,S,WBA8J1C39HA018608,46353,A,33143,0,2.0L  4,All wheel drive,AUTOMATIC,DIESEL,4,Vehicle Starts,Pure Sale,7200,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP264/0a0e7477848549cbb922228395d4cb6a_thb.jpg,2022-06-02-07.40.18.000407,SH008,N,0,http://inventoryv2.copart.io/v1/lotImages/35756482?country=us&brand=cprt&yardNumber=1,D XDRIVE,2022-05-31T18:16:57Z,N,N
14,1,CA - VALLEJO,0,,,PDT,0,36042602,M,2002,ARIM,BF90A,BF90A,,TWO TONE,ALL OVER,,CA,AQ,NO,E,AMI2L325C202,0,E,23500,26112,,,AUTOMATIC,,,DEFAULT,Pure Sale,15,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP264/7e6c73fb2fa84488b2acd0eba64a435a_thb.jpg,2022-06-02-07.40.18.000407,II070,N,0,http://inventoryv2.copart.io/v1/lotImages/36042602?country=us&brand=cprt&yardNumber=1,,2022-05-19T16:57:13Z,N,N
15,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,36330032,V,2019,RAM,2500,2500 TRADE,,WHITE,FRONT END,,CA,SC,NO,E,3C7WR4HJ3KG543610,0,N,45376,49019.74,6.4L  8,Rear-wheel drive,AUTOMATIC,GAS,8,DEFAULT,On Minimum Bid,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP278/9256901b37f34b82aa4f2fd20a3ce75f_thb.jpg,2022-06-02-07.40.18.000407, C020,N,0,http://inventoryv2.copart.io/v1/lotImages/36330032?country=us&brand=cprt&yardNumber=1,TRADESMAN,2022-06-01T12:37:16Z,N,N
16,1,CA - VALLEJO,0,,,PDT,0,36614412,V,2014,HYUNDAI,SONATA,SONATA GLS,,BURN,BURN,,CA,NR,EXM,E,5NPEB4AC8EH906309,0,N,6582,0,2.4L  4,Front-wheel Drive,AUTOMATIC,GAS,4,DEFAULT,Pure Sale,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP267/41b806d842384bdfbcd536fa6634ea62_thb.jpg,2022-06-02-07.40.18.000408, A130,N,0,http://inventoryv2.copart.io/v1/lotImages/36614412?country=us&brand=cprt&yardNumber=1,GLS,2022-05-12T17:42:40Z,N,N
17,1,CA - VALLEJO,0,,,PDT,0,36701412,V,2013,TOYOTA,RAV4,RAV4 LIMIT,,WHITE,FRONT END,REAR END,CA,SC,YES,D,2T3YFREV8DW035283,138174,A,17600,15016.95,2.5L  4,Front-wheel Drive,AUTOMATIC,GAS,4,Run & Drive Verified,Pure Sale,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP269/44587441244b4b26aed617c881d6dffc_thb.jpg,2022-06-02-07.40.18.000408, C070,N,0,http://inventoryv2.copart.io/v1/lotImages/36701412?country=us&brand=cprt&yardNumber=1,LIMITED,2022-06-01T23:12:31Z,N,N
18,1,CA - VALLEJO,0,,,PDT,0,36778322,V,2013,LINCOLN,MKX,MKX,,BLUE,ALL OVER,,CA,NR,EXM,E,2LMDJ8JK6DBL46426,0,N,16201,16481,3.7L  6,All wheel drive,AUTOMATIC,GAS,6,DEFAULT,Pure Sale,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP269/fe710403eba14e28a5c603994cf28be3_thb.jpg,2022-06-02-07.40.18.000408,SB007,N,0,http://inventoryv2.copart.io/v1/lotImages/36778322?country=us&brand=cprt&yardNumber=1,,2022-05-03T19:08:42Z,N,N
19,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,36790312,V,2003,CHEVROLET,SILVERADO,SILVERADO,PICKUP,BLACK,UNDERCARRIAGE,VANDALISM,CA,SC,YES,D,1GCGC24U63Z258828,162141,A,8354,0,6.0L  8,Rear-wheel drive,AUTOMATIC,GAS,8,Run & Drive Verified,On Approval,800,MISSING CAT                 ,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP318/e4de6562da4b4afaa9d25557628f18dd_thb.jpg,2022-06-02-07.40.18.000409, E030,N,0,http://inventoryv2.copart.io/v1/lotImages/36790312?country=us&brand=cprt&yardNumber=1,C2500,2022-05-26T19:05:56Z,N,N
20,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,36815112,V,2012,CHEVROLET,SONIC,SONIC LT,,RED,MECHANICAL,,CA,CQ,YES,S,1G1JC5SB1C4168212,140993,A,0,0,1.4L  4,Front-wheel Drive,AUTOMATIC,GAS,4,Vehicle Starts,On Minimum Bid,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP268/7d42929b1cd541f4b39388909b416d36_thb.jpg,2022-06-02-07.40.18.000409,SD005,Y,1400,http://inventoryv2.copart.io/v1/lotImages/36815112?country=us&brand=cprt&yardNumber=1,LT,2022-05-27T22:01:27Z,N,N
21,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,36830652,V,2017,JEEP,RENEGADE,RENEGADE S,,GRAY,FRONT END,REAR END,CA,SC,NO,E,ZACCJAAB4HPG05063,60660,A,19453,0,2.4L  4,Front-wheel Drive,AUTOMATIC,GAS,4,DEFAULT,On Approval,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP272/0c0d1fbc6abf4bc28b23fe300e06e202_thb.jpg,2022-06-02-07.40.18.000409, A040,N,0,http://inventoryv2.copart.io/v1/lotImages/36830652?country=us&brand=cprt&yardNumber=1,SPORT,2022-06-01T21:21:20Z,N,N
22,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,36935702,V,2014,GMC,ACADIA,ACADIA SLE,,BURN,BURN,,CA,NR,EXM,E,1GKKRNED5EJ206492,0,N,16842.32,16842.32,3.6L  6,Front-wheel Drive,AUTOMATIC,GAS,6,DEFAULT,Pure Sale,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP270/8f581548c5d249dab9e989fe7be7655f_thb.jpg,2022-06-02-07.40.18.000410, A130,N,0,http://inventoryv2.copart.io/v1/lotImages/36935702?country=us&brand=cprt&yardNumber=1,SLE,2022-05-27T15:27:24Z,N,N
23,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,36977332,V,2016,TOYOTA,RAV4,RAV4 XLE,,WHITE,SIDE,,CA,SC,NO,E,2T3RFREV0GW489200,0,N,22528,15264.28,2.5L  4,All wheel drive,AUTOMATIC,GAS,4,DEFAULT,On Minimum Bid,200,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP273/31ee33ee7d5d40a9811283461e533bdc_thb.jpg,2022-06-02-07.40.18.000429, E080,N,0,http://inventoryv2.copart.io/v1/lotImages/36977332?country=us&brand=cprt&yardNumber=1,XLE,2022-05-31T17:54:14Z,N,N
24,1,CA - VALLEJO,20220603,FRIDAY,1200,PDT,0,37030982,V,2017,NISSAN,SENTRA,SENTRA S,,BURN,BURN,BURN - ENGINE,CA,NR,EXM,E,3N1AB7AP6HY347596,0,N,13836,13836,1.8L  4,Front-wheel Drive,AUTOMATIC,GAS,4,DEFAULT,Pure Sale,0,,VALLEJO,CA,94590 7203,USA,USD,cs.copart.com/v1/AUTH_svc.pdoc00001/LPP270/d68a9886a2924580823dbe31ce6ae1b2_thb.jpg,2022-06-02-07.40.18.000430,SG001,N,0,http://inventoryv2.copart.io/v1/lotImages/37030982?country=us&brand=cprt&yardNumber=1,S,2022-05-31T22:34:12Z,N,N
